group,name,vers,desc,url,build
cracker,hashcat,4.1.0,"Multithreaded advanced password recovery utility","https://hashcat.net/hashcat",1519598423
misc,hashcat-utils,1.8,"Set of small utilities that are useful in advanced password cracking","https://github.com/hashcat/hashcat-utils",1495470401
crypto,hashdb,1082.a41f702,"A block hash toolkit.","https://github.com/NPS-DEEP/hashdb/",1507815733
,hashdeep,4.4,"cross-platform tools to message digests for any number of files","https://github.com/jessek/hashdeep",1518119772
cracker,hasher,48.40173c5,"A tool that allows you to quickly hash plaintext strings, or compare hashed values with a plaintext locally.","https://github.com/ChrisTruncer/Hasher",1483198144
crypto,hashfind,8.e9a9a14,"A tool to search files for matching password hash types and other interesting data.","https://github.com/rurapenthe/hashfind",1483198152
crypto,hashid,397.7e8473a,"Software to identify the different types of hashes used to encrypt data.","https://github.com/psypanda/hashID",1483198160
crypto,hashpump,49.314268e,"A tool to exploit the hash length extension attack in various hashing algorithms.","https://github.com/bwall/HashPump",1475492302
cracker,hashtag,0.41,"A python script written to parse and identify password hashes.","https://github.com/SmeegeSec/HashTag",1483198166
,haskell-iconv,0.4.1.3,"Provides an interface to the POSIX iconv library functions for string encoding conversion.","http://hackage.haskell.org/package/iconv",1446991072
,haskell-line2pdf,0.0.7,"Simple command-line utility to convert text into PDF","http://hackage.haskell.org/package/line2pdf",1386431668
,haskell-openafp,1.3.2,"IBM AFP document format parser and generator","http://hackage.haskell.org/package/OpenAFP",1386431977
,haskell-openafp-utils,1.3.1.2,"Assorted utilities to work with AFP data streams","http://hackage.haskell.org/package/OpenAFP-Utils",1386433051
recon,hatcloud,25.6700f99,"Bypass CloudFlare with Ruby.","https://github.com/HatBashBR/HatCloud",1506702027
automation,hate-crack,36.d1b1417,"A tool for automating cracking methodologies through Hashcat.","https://github.com/trustedsec/hate_crack",1518972058
binary,haystack,1823.c178b5a,"A Python framework for finding C structures from process memory - heap analysis - Memory structures forensics.","https://github.com/trolldbois/python-haystack",1511098117
scanner,hbad,1.0,"This tool allows you to test clients on the heartbleed bug.","http://www.curesec.com/",1399205287
exploitation,hcraft,1.0.0,"HTTP Vuln Request Crafter","http://sourceforge.net/projects/hcraft/",1388155767
wireless,hcxtools,823.9decab8,"Small set of tools to capture and convert packets from wlan devices for the use with hashcat.","https://github.com/ZerBea/hcxtools",1519327140
crypto,hdcp-genkey,18.e8d342d,"Generate HDCP source and sink keys from the leaked master key.","https://github.com/rjw57/hdcp-genkey",1483198186
hardware,hdmi-sniff,5.f7fbc0e,"HDMI DDC (I2C) inspection tool. It is designed to demonstrate just how easy it is to recover HDCP crypto keys from HDMI devices.","https://github.com/ApertureLabsLtd/hdmi-sniff",1483198194
honeypot,heartbleed-honeypot,0.1,"Script that listens on TCP port 443 and responds with completely bogus SSL heartbeat responses, unless it detects the start of a byte pattern similar to that used in Jared Stafford's","http://packetstormsecurity.com/files/126068/hb_honeypot.pl.txt",1483198199
exploitation,heartleech,116.3ab1d60,"Scans for systems vulnerable to the heartbleed bug, and then download them.","https://github.com/robertdavidgraham/heartleech",1492955563
social,hemingway,8.9c70a13,"A simple and easy to use spear phishing helper.","https://github.com/ytisf/hemingway",1483198207
binary,hercules-payload,220.958541e,"A special payload generator that can bypass all antivirus software.","https://github.com/EgeBalci/HERCULES",1509645080
binary,hex2bin,2.5,"Converts Motorola and Intel hex files to binary.","http://hex2bin.sourceforge.net/",1511447711
sniffer,hexinject,1.6,"A very versatile packet injector and sniffer that provides a command-line framework for raw network access.","http://hexinject.sourceforge.net",1496511544
fuzzer,hexorbase,6,"A database application designed for administering and auditing multiple database servers simultaneously from a centralized location. It is capable of performing SQL queries and bruteforce attacks against common database servers (MySQL, SQLite, Microsoft SQL Server, Oracle, PostgreSQL).","https://code.google.com/p/hexorbase/",1401372388
networking,hharp,1beta,"This tool can perform man-in-the-middle and switch flooding attacks. It has 4 major functions, 3 of which attempt to man-in-the-middle one or more computers on a network with a passive method or flood type method.","http://packetstormsecurity.com/files/81368/Hackers-Hideaway-ARP-Attack-Tool.html",1484422332
bluetooth,hidattack,0.1,"HID Attack (attacking HID host implementations)","http://mulliner.org/bluetooth/hidattack.php",1388155762
crypto,hlextend,3.95c872e,"Pure Python hash length extension module.","https://github.com/stephenbradshaw/hlextend",1495879955
fuzzer,hodor,1.01be107,"A general-use fuzzer that can be configured to use known-good input and delimiters in order to fuzz specific locations.","https://github.com/nccgroup/hodor",1483198225
honeypot,honeyd,1.6.7,"A small daemon that creates virtual hosts on a network.","https://github.com/DataSoft/Honeyd/",1401377382
honeypot,honeypy,504.31a69ff,"A low interaction Honeypot.","https://github.com/foospidy/HoneyPy",1518978628
fuzzer,honggfuzz,1.2,"A general-purpose fuzzer with simple, command-line interface.","https://code.google.com/p/honggfuzz/",1511098147
honeypot,honssh,195.a278ee6,"A high-interaction Honey Pot solution designed to log all SSH communications between a client and server.","https://code.google.com/p/honssh/",1519592830
windows,hookanalyser,3.4,"A hook tool which can be potentially helpful in reversing applications and analyzing malware. It can hook to an API in a process and search for a pattern in memory or dump the buffer.","http://hookanalyser.blogspot.de/",1491310790
wireless,hoover,4.9bda860,"Wireless Probe Requests Sniffer.","https://github.com/xme/hoover/",1483198262
recon,hoper,12.3951159,"Trace URL's jumps across the rel links to obtain the last URL.","https://github.com/gabamnml/hoper",1504013001
scanner,hoppy,1.8.1,"A python script which tests http methods for configuration issues leaking information or just to see if they are enabled.","https://labs.portcullis.co.uk/downloads/",1483198269
scanner,host-extract,8.0134ad7,"Ruby script tries to extract all IP/Host patterns in page response of a given URL and JavaScript/CSS files of that URL.","https://code.google.com/p/host-extract/",1515020136
wireless,hostapd-wpe,2.2,"IEEE 802.11 AP, IEEE 802.1X/WPA/WPA2/EAP/RADIUS Authenticator - Wireless Pwnage Edition.","https://github.com/OpenSecurityResearch/hostapd-wpe",1426543711
cracker,hostbox-ssh,0.1.1,"A ssh password/account scanner.","http://stridsmanit.wordpress.com/2012/12/02/brute-forcing-passwords-with-hostbox-ssh-1-1/",1485305019
backdoor,hotpatch,0.2,"Hot patches executables on Linux using .so file injection.","http://www.selectiveintellect.com/hotpatch.html",1423332653
wireless,hotspotter,0.4,"Hotspotter passively monitors the network for probe request frames to identify the preferred networks of Windows XP clients, and will compare it to a supplied list of common hotspot network names.","http://www.remote-exploit.org/?page_id=418",1388155768
recon,howmanypeoplearearound,115.e074d40,"Count the number of people around you by monitoring wifi signals.","https://github.com/schollz/howmanypeoplearearound",1509452014
honeypot,hpfeeds,164.f18712d,"Honeynet Project generic authenticated datafeed protocol.","https://github.com/rep/hpfeeds",1483198296
networking,hping,3.0.0,"A command-line oriented TCP/IP packet assembler/analyzer.","http://www.hping.org",1369954618
exploitation,hqlmap,38.bb6ab46,"A tool to exploit HQL Injections.","https://github.com/PaulSec/HQLmap",1483198304
scanner,hsecscan,54.de2854f,"A security scanner for HTTP response headers.","https://github.com/riramar/hsecscan",1516787518
webapp,htcap,53.dcc0078,"A web application analysis tool for detecting communications between javascript and the server.","https://github.com/segment-srl/htcap",1500985604
exploitation,htexploit,0.77,"A Python script that exploits a weakness in the way that .htaccess files can be configured to protect a web directory with an authentication process","http://www.mkit.com.ar/labs/htexploit/",1395492239
cracker,htpwdscan,16.99697fc,"A python HTTP weak pass scanner.","https://github.com/lijiejie/htpwdScan",1483198331
fingerprint,htrosbif,134.9dc3f86,"Active HTTP server fingerprinting and recon tool.","https://github.com/lkarsten/htrosbif",1402515739
exploitation,htshells,79.399feaa,"Self contained web shells and other attacks via .htaccess files.","https://github.com/wireghoul/htshells",1483198378
scanner,http-enum,0.4,"A tool to enumerate the enabled HTTP methods supported on a webserver.","https://www.thexero.co.uk/tools/http-enum/",1483198414
fuzzer,http-fuzz,0.1,"A simple http fuzzer.","none",1483198428
misc,http-put,1.0,"Simple http put perl script.",,1483198433
networking,http-traceroute,0.5,"This is a python script that uses the Max-Forwards header in HTTP and SIP to perform a traceroute-like scanning functionality.","http://packetstormsecurity.com/files/107167/Traceroute-Like-HTTP-Scanner.html",1483198454
windows,httpbog,1.0.0.0,"A slow HTTP denial-of-service tool that works similarly to other attacks, but rather than leveraging request headers or POST data Bog consumes sockets by slowly reading responses.","http://sourceforge.net/projects/httpbog/",1483198407
webapp,httpforge,11.02.01,"A set of shell tools that let you manipulate, send, receive, and analyze HTTP messages. These tools can be used to test, discover, and assert the security of Web servers, apps, and sites. An accompanying Python library is available for extensions.","http://packetstormsecurity.com/files/98109/HTTPForge.02.01.html",1484422341
networking,httping,2.5,"A ping-like tool for http-requests","https://www.vanheusden.com/httping/",1488069671
webapp,httppwnly,47.528a664,"'Repeater' style XSS post-exploitation tool for mass browser control.","https://github.com/Danladi/HttpPwnly",1488877607
windows,httprecon,7.3,"Tool for web server fingerprinting, also known as http fingerprinting.","http://www.computec.ch/projekte/httprecon/?s=download",1491686736
fingerprint,httprint,301,"A web server fingerprinting tool.","http://www.net-square.com/httprint.html",1388155775
windows,httprint-win32,301,"A web server fingerprinting tool (Windows binaries).","http://net-square.com/httprint",1483198446
sniffer,httpry,0.1.8,"A specialized packet sniffer designed for displaying and logging HTTP traffic.","http://dumpsterventures.com/jason/httpry/",1484422359
misc,httpscreenshot,53.888faaf,"A tool for grabbing screenshots and HTML of large numbers of websites.","https://github.com/breenmachine/httpscreenshot",1494970616
sniffer,httpsniff,0.4,"Tool to sniff HTTP responses from TCP/IP based networks and save contained files locally for later review.","http://www.sump.org/projects/httpsniff/",1401583365
scanner,httpsscanner,1.2,"A tool to test the strength of a SSL web server.","https://code.google.com/p/libre-tools/",1402521749
tunnel,httptunnel,3.3,"Creates a bidirectional virtual data connection tunnelled in HTTP requests","http://www.nocrew.org/software/httptunnel",1454892169
misc,httrack,3.49.2,"An easy-to-use offline browser utility","http://www.httrack.com/",1495482874
sniffer,hubbit-sniffer,74.460ecf8,"Simple application that listens for WIFI-frames and records the mac-address of the sender and posts them to a REST-api.","https://github.com/cthit/hubbIT-sniffer",1483198463
dos,hulk,21.d47030b,"A webserver DoS tool (Http Unbearable Load King) ported to Go with some additional features.","https://github.com/grafov/hulk",1482313038
sniffer,hungry-interceptor,391.1aea7f3,"Intercepts data, does something with it, stores it.","https://github.com/nbuechler/hungry-interceptor",1495706135
dos,hwk,0.4,"Collection of packet crafting and wireless network flooding tools","http://www.nullsecurity.net/",1391267542
networking,hyde,11.ec09462,"Just another tool in C to do DDoS (with spoofing).","https://github.com/CoolerVoid/Hyde",1484184200
cracker,hydra,8.6,"Very fast network logon cracker which support many different services","https://www.thc.org/thc-hydra/",1501775521
networking,hyenae,0.36_1,"flexible platform independent packet generator","http://sourceforge.net/projects/hyenae/",1388155781
networking,hyperfox,66.3256937,"A security tool for proxying and recording HTTP and HTTPs traffic.","https://github.com/xiam/hyperfox",1518394166
windows,hyperion-crypter,1.2,"A runtime encrypter for 32-bit portable executables.","http://nullsecurity.net/tools/binary.html",1483198474
dos,iaxflood,0.1,"IAX flooder.","http://www.hackingexposedvoip.com/",1391267566
scanner,iaxscan,0.02,"A Python based scanner for detecting live IAX/2 hosts and then enumerating (by bruteforce) users on those hosts.","http://code.google.com/p/iaxscan/",1483198481
cracker,ibrute,12.3a6a11e,"An AppleID password bruteforce tool. It uses Find My Iphone service API, where bruteforce protection was not implemented.","https://github.com/hackappcom/ibrute/",1483198489
scanner,icmpquery,1.0,"Send and receive ICMP queries for address mask and current time.","http://www.angio.net/security/",1393935837
tunnel,icmptx,0.2,"IP over ICMP tunnel.","http://thomer.com/icmptx/",1432486295
recon,id-entify,10.7489597,"Search for information related to a domain: Emails - IP addresses - Domains - Information on WEB technology - Type of Firewall - NS and MX records.","https://github.com/BillyV4/ID-entify",1518972090
mobile,idb,2.10.3,"A tool to simplify some common tasks for iOS pentesting and research.","https://rubygems.org/gems/idb",1507481729
recon,idswakeup,1.0,"A collection of tools that allows to test network intrusion detection systems.","http://www.hsc.fr/ressources/outils/idswakeup/index.html.en",1420316064
defensive,ifchk,1.0.9,"A network interface promiscuous mode detection tool.","http://www.noorg.org/ifchk/",1518234901
fuzzer,ifuzz,1.0,"A binary file fuzzer with several options.","http://www.fuzzing.org/",1469031815
cracker,iheartxor,0.01,"A tool for bruteforcing encoded strings within a boundary defined by a regular expression. It will bruteforce the key value range of 0x1 through 0x255.","http://hooked-on-mnemonics.blogspot.com.es/p/iheartxor.html",1483198495
scanner,iis-shortname-scanner,5.4ad4937,"An IIS shortname Scanner.","https://github.com/lijiejie/IIS_shortname_Scanner",1483198503
cracker,iisbruteforcer,15,"HTTP authentication cracker. It's a tool that launchs an online dictionary attack to test for weak or simple passwords against protected areas on an IIS Web server.","http://www.open-labs.org/",1419341955
scanner,ike-scan,1.9,"A tool that uses IKE protocol to discover, fingerprint and test IPSec VPN servers","http://www.nta-monitor.com/tools/ike-scan/",1388155762
cracker,ikecrack,1.00,"An IKE/IPSec crack tool designed to perform Pre-Shared-Key analysis of RFC compliant aggressive mode authentication","http://sourceforge.net/projects/ikecrack/",1483198508
windows,ikeprobe,0.1,"Determine vulnerabilities in the PSK implementation of the VPN server.","http://www.ernw.de/download/ikeprobe.zip",1483198514
fuzzer,ikeprober,1.12,"Tool crafting IKE initiator packets and allowing many options to be manually set. Useful to find overflows, error conditions and identifiyng vendors","http://ikecrack.sourceforge.net/",1483198519
voip,ilty,1.0,"An interception phone system for VoIP network.","http://chdir.org/~nico/ilty/",1483198527
misc,imagegrep,7.0d59c2b,"Grep word in pdf or image based on OCR.","https://github.com/coderofsalvation/imagegrep-bash",1495658963
binary,imagejs,53.57d01b8,"Small tool to package javascript into a valid image file.","https://github.com/jklmnn/imagejs",1511098880
forensic,imagemounter,352.27538e6,"Command line utility and Python package to ease the (un)mounting of forensic disk images.","https://github.com/ralphje/imagemounter",1512913784
exploitation,inception,445.176e8c9,"A FireWire physical memory manipulation and hacking tool exploiting IEEE 1394 SBP DMA.","http://www.breaknenter.org/projects/inception/",1509265303
forensic,indxparse,169.1b32736,"A Tool suite for inspecting NTFS artifacts.","http://www.williballenthin.com/forensics/mft/indxparse/",1515757891
defensive,inetsim,1.2.7,"A software suite for simulating common internet services in a lab environment, e.g. for analyzing the network behaviour of unknown malware samples.","http://www.inetsim.org",1509730767
scanner,infip,0.1,"A python script that checks output from netstat against RBLs from Spamhaus.","http://packetstormsecurity.com/files/104927/infIP.1-Blacklist-Checker.html",1484422366
recon,infoga,10.951fcec,"Tool for gathering e-mail accounts information from different public sources (search engines, pgp key servers).","https://github.com/m4ll0k/infoga",1518978646
cracker,inguma,0.1.1,"A free penetration testing and vulnerability discovery toolkit entirely written in python. Framework includes modules to discover hosts, gather information about, fuzz targets, brute force usernames and passwords, exploits, and a disassembler.","http://inguma.sourceforge.net",1483198588
recon,inquisitor,28.12a9ec1,"OSINT Gathering Tool for Companies and Organizations.","https://github.com/penafieljlm/inquisitor",1501415890
exploitation,insanity,117.cf51ff3,"Generate Payloads and Control Remote Machines .","https://github.com/4w4k3/Insanity-Framework",1494970658
windows,intercepter-ng,1.0,"A next generation sniffer including a lot of features: capturing passwords/hashes, sniffing chat messages, performing man-in-the-middle attacks, etc.","http://sniff.su/download.html",1483198597
forensic,interrogate,0.0.4,"A proof-of-concept tool for identification of cryptographic keys in binary material (regardless of target operating system), first and foremost for memory dump analysis and forensic usage.","https://github.com/carmaa/interrogate",1398692742
automation,intersect,2.5,"Post-exploitation framework","https://github.com/ohdae/Intersect.5",1390530723
recon,intrace,1.5,"Traceroute-like application piggybacking on existing TCP connections","http://intrace.googlecode.com",1388155733
spoof,inundator,0.5,"An ids evasion tool, used to anonymously inundate intrusion detection logs with false positives in order to obfuscate a real attack.","http://inundator.sourceforge.net/",1388155725
scanner,inurlbr,33.30a3abc,"Advanced search in the search engines - Inurl scanner, dorker, exploiter.","https://code.google.com/p/inurlbr/",1484947201
dos,inviteflood,2.0,"Flood a device with INVITE requests","https://launchpad.net/~wagungs/+archive/kali-linux/+build/4386635",1395492317
windows,inzider,1.2,"This is a tool that lists processes in your Windows system and the ports each one listen on.","http://ntsecurity.nu/toolbox/inzider/",1469720984
tunnel,iodine,0.7.0,"Tunnel IPv4 data through a DNS server","http://code.kryo.se/iodine",1418613772
forensic,iosforensic,1.0,"iOS forensic tool https://www.owasp.org/index.php/Projects/OWASP_iOSForensic","https://github.com/Flo354/iOSForensic",1483198614
tunnel,ip-https-tools,7.170691f,"Tools for the IP over HTTPS (IP-HTTPS) Tunneling Protocol.","https://github.com/takeshixx/ip-https-tools",1483198633
recon,ip2clue,0.0.94,"A small memory/CPU footprint daemon to lookup country (and other info) based on IP (v4 and v6).","http://kernel.embedromix.ro/us/",1492956607
networking,ipaudit,1.1,"Monitors network activity on a network.","http://ipaudit.sourceforge.net",1458642014
forensic,ipba2,032013,"IOS Backup Analyzer","http://www.ipbackupanalyzer.com/",1395492355
networking,ipdecap,83.b719681,"Can decapsulate traffic encapsulated within GRE, IPIP, 6in4, ESP (ipsec) protocols, and can also remove IEEE 802.1Q (virtual lan) header.","http://www.loicp.eu/ipdecap#dependances",1464478004
forensic,iphoneanalyzer,2.1.0,"Allows you to forensically examine or recover date from in iOS device.","http://www.crypticbit.com/zen/products/iphoneanalyzer",1403212970
cracker,ipmipwn,6.74a08a8,"IPMI cipher 0 attack tool.","https://github.com/AnarchyAngel/IPMIPWN",1483198641
networking,ipmitool,1.8.18,"Command-line interface to IPMI-enabled devices","http://ipmitool.sourceforge.net",1488620852
misc,ipobfuscator,26.0a7f802,"A simple tool to convert the IP to a DWORD IP.","https://github.com/OsandaMalith/IPObfuscator",1495474954
scanner,ipscan,3.5.1,"Angry IP scanner is a very fast IP address and port scanner.","http://www.angryziber.com/",1489831771
recon,iptodomain,18.f1afcd7,"This tool extract domains from IP address based in the information saved in virustotal.","https://github.com/Hackplayers/iptodomain",1486212891
scanner,iptv,136.de37822,"Search and brute force illegal iptv server.","https://github.com/Pinperepette/IPTV",1512079135
networking,iputils,20161105.1f2bb12,"Network monitoring tools, including ping","http://www.skbuff.net/iputils/",1486814805
scanner,ipv6toolkit,2.0,"SI6 Networks' IPv6 Toolkit","http://www.si6networks.com/tools/ipv6toolkit/",1428420254
recon,ircsnapshot,94.cb02a85,"Tool to gather information from IRC servers.","https://github.com/bwall/ircsnapshot",1483198667
exploitation,irpas,0.10,"Internetwork Routing Protocol Attack Suite.","http://phenoelit-us.org/irpas",1388155726
exploitation,isf,61.3273c28,"Industrial Exploitation Framework is an exploitation framework based on Python.","https://github.com/dark-lbp/isf",1516787540
voip,isip,2.fad1f10,"Interactive sip toolkit for packet manipulations, sniffing, man in the middle attacks, fuzzing, simulating of dos attacks.","https://github.com/halitalptekin/isip",1483198677
voip,isme,0.12,"Scans a VOIP environment, adapts to enterprise VOIP, and exploits the possibilities of being connected directly to an IP Phone VLAN.","https://packetstormsecurity.com/files/123534/IP-Phone-Scanning-Made-Easy.12.html",1484422392
recon,isr-form,1.0,"Simple html parsing tool that extracts all form related information and generates reports of the data. Allows for quick analyzing of data.","http://www.infobyte.com.ar/",1484422400
sniffer,issniff,294.79c6c2a,"Internet Session Sniffer.","https://github.com/juphoff/issniff",1487428864
,itpp,4.3.1,"C++ library of mathematical, signal processing and communication routines.","http://itpp.sourceforge.net/",1399118975
recon,ivre,1618.e17126a,"Network recon framework.","https://ivre.rocks/",1519945171
scanner,jaadas,0.1,"Joint Advanced Defect assEsment for android applications.","https://github.com/flankerhqd/JAADAS/",1487530453
reversing,jad,1.5.8e,"Java decompiler","https://varaneckas.com/jad",1506370097
decompiler,jadx,0.6.1,"Command line and GUI tools to produce Java source code from Android Dex and APK files","https://github.com/skylot/jadx",1482098585
webapp,jaidam,12.e1cbcb5,"Penetration testing tool that would take as input a list of domain names, scan them, determine if wordpress or joomla platform was used and finally check them automatically, for web vulnerabilities using two well-known open source tools, WPScan and Joomscan.","https://github.com/stasinopoulos/jaidam",1500278956
reversing,javasnoop,1.1,"A tool that lets you intercept methods, alter data and otherwise hack Java applications running on your computer","https://code.google.com/p/javasnoop/",1395492405
exploitation,jboss-autopwn,1.3bc2d29,"A JBoss script for obtaining remote shell access.","https://github.com/SpiderLabs/jboss-autopwn",1401145516
fuzzer,jbrofuzz,2.5,"Web application protocol fuzzer that emerged from the needs of penetration testing.","http://sourceforge.net/projects/jbrofuzz/",1483198744
cracker,jbrute,0.99,"Open Source Security tool to audit hashed passwords.","http://sourceforge.net/projects/jbrute/",1393531890
wireless,jcrack,0.3.6,"A utility to create dictionary files that will crack the default passwords of select wireless gateways","http://www.thedrahos.net/jcrack/",1491646553
decompiler,jd-gui,1.4.0,"A standalone graphical utility that displays Java source codes of .class files.","http://java.decompiler.free.fr/?q=jdgui",1446996105
cracker,jeangrey,18.b569394,"A tool to perform differential fault analysis attacks (DFA).","https://github.com/SideChannelMarvels/JeanGrey",1518978744
webapp,jexboss,86.338b531,"Jboss verify and Exploitation Tool.","https://github.com/joaomatosf/jexboss",1490699666
defensive,jhead,3.00,"EXIF JPEG info parser and thumbnail remover","http://www.sentex.net/~mwandel/jhead/",1454890931
networking,jnetmap,0.5.3,"A network monitor of sorts","http://www.rakudave.ch/jnetmap/?file=introduction",1393889500
cracker,john,1.8.0.jumbo1,"John the Ripper password cracker","http://www.openwall.com/john",1513850771
cracker,johnny,20120424,"GUI for John the Ripper.","http://openwall.info/wiki/john/johnny",1401170287
webapp,jomplug,0.1,"This php script fingerprints a given Joomla system and then uses Packet Storm's archive to check for bugs related to the installed components.","http://packetstormsecurity.com/files/121390/Janissaries-Joomla-Fingerprint-Tool.html",1483198796
,jondo,00.19.001,"Redirects internet traffic trough a mix of proxy servers to hide the origin of the requests.","https://anonymous-proxy-servers.net/",1390485752
,jondobrowser,0.12,"Firefox tweaked to work with jondo (anonymous browsing) (english version)","https://anonymous-proxy-servers.net/en/jondobrowser.html",1390486230
,jondoconsole,00.00.163,"Redirects internet traffic trough a mix of proxy servers to hide the origin of the requests. CLI version.","https://anonymous-proxy-servers.net/",1390486338
webapp,jooforce,11.43c21ad,"A Joomla password brute force tester.","https://github.com/rastating/jooforce",1483199202
webapp,joomlascan,1.2,"Joomla scanner scans for known vulnerable remote file inclusion paths and files.","http://packetstormsecurity.com/files/62126/joomlascan.2.py.txt.html",1483199209
webapp,joomlavs,239.8d68001,"A black box, Ruby powered, Joomla vulnerability scanner.","https://github.com/rastating/joomlavs",1509006007
webapp,joomscan,2012.03.10,"Detects file inclusion, sql injection, command execution vulnerabilities of a target Joomla! web site.","http://joomscan.sourceforge.net/",1483199233
decompiler,jpexs-decompiler,10.0.0,"JPEXS Free Flash Decompiler.","https://github.com/jindrapetrik/jpexs-decompiler",1492080894
scanner,jsql,0.81,"A lightweight application used to find database information from a distant server.","https://code.google.com/p/jsql-injection/",1507326043
webapp,jsql-injection,0.81,"A Java application for automatic SQL database injection.","https://github.com/ron190/jsql-injection",1509269213
sniffer,junkie,1365.70a83d6,"A modular packet sniffer and analyzer.","https://github.com/securactive/junkie",1438081722
reversing,jwscan,7.874b3a5,"Scanner for Jar to EXE wrapper like Launch4j, Exe4j, JSmooth, Jar2Exe.","https://github.com/katjahahn/JWScan",1483199277
cracker,jwt-cracker,17.906d670,"JWT brute force cracker written in C.","https://github.com/brendan-rius/c-jwt-cracker",1503146168
backdoor,jynx2,2.0,"An expansion of the original Jynx LD_PRELOAD rootkit","http://www.blackhatlibrary.net/Jynx2",1388155678
recon,kacak,1.0,"Tools for penetration testers that can enumerate which users logged on windows system.","https://github.com/galkan/kacak",1500709385
webapp,kadimus,50.5897871,"LFI Scan & Exploit Tool.","https://github.com/P0cL4bs/Kadimus",1466211404
mobile,kalibrate-rtl,11.aae11c8,"Fork of http://thre.at/kalibrate/ for use with rtl-sdr devices.","https://github.com/steve-m/kalibrate-rtl",1414100431
exploitation,katana,1.0.0.1,"A framework that seekss to unite general auditing tools, which are general pentesting tools (Network,Web,Desktop and others).","http://sourceforge.net/projects/katanas/",1496517181
sniffer,katsnoop,0.1,"Utility that sniffs HTTP Basic Authentication information and prints the base64 decoded form.","http://packetstormsecurity.com/files/52514/katsnoop.tbz2.html",1403276267
hardware,kautilya,0.5.5,"Pwnage with Human Interface Devices using Teensy++2.0 and Teensy 3.0 devices.","https://github.com/samratashok/Kautilya/releases",1483199318
cracker,keimpx,166.a10a0c7,"Tool to verify the usefulness of credentials across a network over SMB.","http://code.google.com/p/keimpx/",1483199332
windows,kekeo,2.0.0.20170612,"A little toolbox to play with Microsoft Kerberos in C.","https://github.com/gentilkiwi/kekeo",1504441806
windows,kerbcrack,1.3d3,"Kerberos sniffer and cracker for Windows.","http://ntsecurity.nu/toolbox/kerbcrack/",1469721214
cracker,khc,0.2,"A small tool designed to recover hashed known_hosts fiels back to their plain-text equivalents.","http://packetstormsecurity.com/files/87003/Known-Host-Cracker.2.html",1455636336
networking,kickthemout,164.0099733,"Kick devices off your network by performing an ARP Spoof attack.","https://github.com/k4m4/kickthemout",1517753493
exploitation,killerbee,99,"Framework and tools for exploiting ZigBee and IEEE 802.15.4 networks.","https://code.google.com/p/killerbee/",1432499953
backdoor,kimi,23.1d7a5e6,"Script to generate malicious debian packages (debain trojans).","https://github.com/ChaitanyaHaritash/kimi",1507823860
honeypot,kippo,0.9,"A medium interaction SSH honeypot designed to log brute force attacks and most importantly, the entire shell interaction by the attacker.","https://github.com/desaster/kippo",1498113295
wireless,kismet,2016_07_R1,"802.11 layer2 wireless network detector, sniffer, and intrusion detection system","https://www.kismetwireless.net/",1469731920
wireless,kismet-earth,0.1,"Various scripts to convert kismet logs to kml file to be used in Google Earth.","https://www.blackarch.org/",1483199350
wireless,kismet2earth,1.0,"A set of utilities that convert from Kismet logs to Google Earth .kml format","http://code.google.com/p/kismet2earth/",1395492682
wireless,kismon,0.8.1,"GUI client for kismet (wireless scanner/sniffer/monitor).","https://www.salecker.org/software/kismon.html",1483199366
fuzzer,kitty,321.f19e811,"Fuzzing framework written in python.","https://github.com/cisco-sas/kitty",1491243296
windows,klogger,1.0,"A keystroke logger for the NT-series of Windows.","http://ntsecurity.nu/toolbox/klogger/",1400693517
scanner,knock,271.3df25f1,"Subdomain scanner.","https://github.com/guelfoweb/knock",1517517329
scanner,knxmap,241.400ccd5,"KNXnet/IP scanning and auditing tool for KNX home automation installations.","https://github.com/ernw/knxmap",1515757932
exploitation,koadic,118.507d554,"A Windows post-exploitation rootkit similar to other penetration testing tools such as Meterpreter and Powershell Empire.","https://github.com/zerosum0x0/koadic",1520023473
webapp,kolkata,3.0,"A web application fingerprinting engine written in Perl that combines cryptography with IDS evasion.","http://www.blackhatlibrary.net/Kolkata",1388155681
crypto,kraken,32.368a837,"A project to encrypt A5/1 GSM signaling using a Time/Memory Tradeoff Attack.","http://opensource.srlabs.de/projects/a51-decrypt",1403213380
exploitation,l0l,322.1319ea7,"The Exploit Development Kit.","https://github.com/roissy/l0l",1505403818
scanner,laf,12.7a456b3,"Login Area Finder: scans host/s for login panels.","https://github.com/takeshixx/laf",1483199398
recon,lanmap2,127.1197999,"Passive network mapping tool.","http://github.com/rflynn/lanmap2",1441403197
spoof,lans,147.a4f99fe,"A Multithreaded asynchronous packet parsing/injecting arp spoofer.","https://github.com/DanMcInerney/LANs.py",1508507557
networking,latd,1.31,"A LAT terminal daemon for Linux and BSD.","http://sourceforge.net/projects/linux-decnet/files/latd/1.31/",1408962142
misc,laudanum,1.0,"A collection of injectable files, designed to be used in a pentest when SQL injection flaws are found and are in multiple languages for different environments.","http://laudanum.inguardians.com/#",1483199413
recon,lbd,20130719,"Load Balancing detector","http://ge.mine.nu/code/lbd",1388155659
fingerprint,lbmap,147.2d15ace,"Proof of concept scripts for advanced web application fingerprinting, presented at OWASP AppSecAsia 2012.","https://github.com/wireghoul/lbmap",1490607109
